management_id,title,comment,platform,大ジャンル,小ジャンル,purchase_price,sold_price,shipping_fee,sales_fee_rate,status,sold_at
"DUMMY-0018","ブルー その他 良品","CSVダミーデータ 2025年1月 売上検証用","ヤフオク","その他","その他","2608","5900","1200","10.0","sold","2025-01-02"
"DUMMY-0019","カーキ ショートパンツ 良品","CSVダミーデータ 2025年1月 売上検証用","PayPayフリマ","ボトムス","ショートパンツ","1689","3200","450","5.0","sold","2025-01-27"
"DUMMY-0020","カーキ サンダル デッドストック風","CSVダミーデータ 2025年1月 売上検証用","PayPayフリマ","シューズ","サンダル","3429","10000","450","5.0","sold","2025-01-26"
"DUMMY-0021","ホワイト ボストンバッグ 使用感あり","CSVダミーデータ 2025年1月 売上検証用","PayPayフリマ","バッグ","ボストンバッグ","4952","12400","210","5.0","sold","2025-01-16"
"DUMMY-0022","ブラウン 革靴 ヴィンテージ","CSVダミーデータ 2025年1月 売上検証用","ラクマ","シューズ","革靴","1360","3600","450","10.0","sold","2025-01-02"
"DUMMY-0023","ブラック その他 良品","CSVダミーデータ 2025年1月 売上検証用","ラクマ","その他","その他","6111","9400","210","10.0","sold","2025-01-22"
"DUMMY-0024","グレー リュック ヴィンテージ","CSVダミーデータ 2025年1月 売上検証用","ラクマ","バッグ","リュック","5163","12300","1050","10.0","sold","2025-01-03"
"DUMMY-0025","カーキ ナイロンジャケット 一点物","CSVダミーデータ 2025年1月 売上検証用","ラクマ","アウター","ナイロンジャケット","4634","12500","1050","10.0","sold","2025-01-16"
"DUMMY-0026","ブラック ナイロンジャケット ヴィンテージ","CSVダミーデータ 2025年1月 売上検証用","その他","アウター","ナイロンジャケット","3200","7100","1200","0.0","sold","2025-01-20"
"DUMMY-0027","グレー チノパン デッドストック風","CSVダミーデータ 2025年1月 売上検証用","PayPayフリマ","ボトムス","チノパン","2814","4400","1200","5.0","sold","2025-01-27"
"DUMMY-0028","ブラック Tシャツ デッドストック風","CSVダミーデータ 2025年1月 売上検証用","メルカリ","トップス","Tシャツ","809","1300","450","10.0","sold","2025-01-14"
"DUMMY-0029","ベージュ ボストンバッグ 一点物","CSVダミーデータ 2025年1月 売上検証用","その他","バッグ","ボストンバッグ","2947","6600","1050","0.0","sold","2025-01-07"
"DUMMY-0030","ブラック リュック 一点物","CSVダミーデータ 2025年1月 売上検証用","ヤフオク","バッグ","リュック","2984","5200","450","10.0","sold","2025-01-14"
"DUMMY-0031","ブルー コート 美品","CSVダミーデータ 2025年2月 売上検証用","ラクマ","アウター","コート","5173","15100","850","10.0","sold","2025-02-20"
"DUMMY-0032","ベージュ スラックス 一点物","CSVダミーデータ 2025年2月 売上検証用","その他","ボトムス","スラックス","5156","7500","1050","0.0","sold","2025-02-02"
"DUMMY-0033","グレー ベルト 使用感あり","CSVダミーデータ 2025年2月 売上検証用","その他","アクセサリー","ベルト","3876","6700","750","0.0","sold","2025-02-24"
"DUMMY-0034","ベージュ 帽子 一点物","CSVダミーデータ 2025年2月 売上検証用","その他","アクセサリー","帽子","4888","12400","1050","0.0","sold","2025-02-18"
"DUMMY-0035","ブラック その他 美品","CSVダミーデータ 2025年2月 売上検証用","ヤフオク","その他","その他","6114","16500","450","10.0","sold","2025-02-05"
"DUMMY-0036","ブルー コート 良品","CSVダミーデータ 2025年2月 売上検証用","ラクマ","アウター","コート","2129","4500","750","10.0","sold","2025-02-01"
"DUMMY-0037","ブラウン ボストンバッグ 一点物","CSVダミーデータ 2025年2月 売上検証用","ラクマ","バッグ","ボストンバッグ","3623","11200","210","10.0","sold","2025-02-15"
"DUMMY-0038","グレー ベルト 美品","CSVダミーデータ 2025年2月 売上検証用","その他","アクセサリー","ベルト","5269","9100","210","0.0","sold","2025-02-06"
"DUMMY-0039","カーキ パーカー 一点物","CSVダミーデータ 2025年2月 売上検証用","メルカリ","トップス","パーカー","6420","13900","1050","10.0","sold","2025-02-18"
"DUMMY-0040","ベージュ ダウン デッドストック風","CSVダミーデータ 2025年2月 売上検証用","ヤフオク","アウター","ダウン","1389","3800","210","10.0","sold","2025-02-24"
"DUMMY-0041","ネイビー ショートパンツ ヴィンテージ","CSVダミーデータ 2025年2月 売上検証用","PayPayフリマ","ボトムス","ショートパンツ","6448","13900","1200","5.0","sold","2025-02-28"
"DUMMY-0042","ネイビー チノパン デッドストック風","CSVダミーデータ 2025年2月 売上検証用","ラクマ","ボトムス","チノパン","5809","9200","750","10.0","sold","2025-02-24"
"DUMMY-0043","ベージュ 時計 使用感あり","CSVダミーデータ 2025年2月 売上検証用","メルカリ","アクセサリー","時計","1203","3700","850","10.0","sold","2025-02-19"
"DUMMY-0044","グレー Gジャン 一点物","CSVダミーデータ 2025年2月 売上検証用","PayPayフリマ","アウター","Gジャン","2339","7300","1200","5.0","sold","2025-02-04"
"DUMMY-0045","ホワイト 革靴 良品","CSVダミーデータ 2025年2月 売上検証用","ラクマ","シューズ","革靴","4653","14800","450","10.0","sold","2025-02-11"
"DUMMY-0046","ベージュ スラックス 良品","CSVダミーデータ 2025年2月 売上検証用","メルカリ","ボトムス","スラックス","1503","3000","1200","10.0","sold","2025-02-08"
"DUMMY-0047","ベージュ ボストンバッグ ヴィンテージ","CSVダミーデータ 2025年2月 売上検証用","ラクマ","バッグ","ボストンバッグ","4087","8400","210","10.0","sold","2025-02-25"
"DUMMY-0048","カーキ チノパン 美品","CSVダミーデータ 2025年2月 売上検証用","ヤフオク","ボトムス","チノパン","1666","4600","850","10.0","sold","2025-02-24"
"DUMMY-0049","ホワイト ダウン ヴィンテージ","CSVダミーデータ 2025年2月 売上検証用","メルカリ","アウター","ダウン","2339","6400","1050","10.0","sold","2025-02-26"
"DUMMY-0050","ベージュ Gジャン ヴィンテージ","CSVダミーデータ 2025年2月 売上検証用","ラクマ","アウター","Gジャン","2813","4300","750","10.0","sold","2025-02-06"
"DUMMY-0051","ブルー ネックレス デッドストック風","CSVダミーデータ 2025年2月 売上検証用","その他","アクセサリー","ネックレス","3310","9500","1050","0.0","sold","2025-02-26"
"DUMMY-0052","ホワイト Gジャン 美品","CSVダミーデータ 2025年2月 売上検証用","その他","アウター","Gジャン","6297","12700","1200","0.0","sold","2025-02-13"
"DUMMY-0053","ブルー その他 美品","CSVダミーデータ 2025年2月 売上検証用","メルカリ","その他","その他","5712","15200","1200","10.0","sold","2025-02-24"
"DUMMY-0054","ブラック コート ヴィンテージ","CSVダミーデータ 2025年2月 売上検証用","PayPayフリマ","アウター","コート","2827","9000","210","5.0","sold","2025-02-23"
"DUMMY-0055","ブラウン その他 デッドストック風","CSVダミーデータ 2025年2月 売上検証用","PayPayフリマ","その他","その他","4691","9900","750","5.0","sold","2025-02-20"
"DUMMY-0056","グレー その他 ヴィンテージ","CSVダミーデータ 2025年2月 売上検証用","PayPayフリマ","その他","その他","4306","13400","210","5.0","sold","2025-02-10"
"DUMMY-0057","ネイビー その他 美品","CSVダミーデータ 2025年2月 売上検証用","その他","その他","その他","6048","15300","750","0.0","sold","2025-02-03"
"DUMMY-0058","ブラック パーカー ヴィンテージ","CSVダミーデータ 2025年2月 売上検証用","その他","トップス","パーカー","3153","5400","750","0.0","sold","2025-02-09"
"DUMMY-0059","カーキ 帽子 ヴィンテージ","CSVダミーデータ 2025年2月 売上検証用","メルカリ","アクセサリー","帽子","3928","6900","1050","10.0","sold","2025-02-20"
"DUMMY-0060","カーキ ショートパンツ 美品","CSVダミーデータ 2025年2月 売上検証用","メルカリ","ボトムス","ショートパンツ","605","900","210","10.0","sold","2025-02-12"
"DUMMY-0061","ネイビー その他 デッドストック風","CSVダミーデータ 2025年3月 売上検証用","ラクマ","その他","その他","2603","6600","450","10.0","sold","2025-03-18"
"DUMMY-0062","グレー ベルト 良品","CSVダミーデータ 2025年3月 売上検証用","メルカリ","アクセサリー","ベルト","5819","11800","210","10.0","sold","2025-03-28"
"DUMMY-0063","ブラウン シャツ 良品","CSVダミーデータ 2025年3月 売上検証用","その他","トップス","シャツ","3018","5600","750","0.0","sold","2025-03-17"
"DUMMY-0064","ベージュ ボストンバッグ 一点物","CSVダミーデータ 2025年3月 売上検証用","ヤフオク","バッグ","ボストンバッグ","6300","9300","450","10.0","sold","2025-03-15"
"DUMMY-0065","ブラック 帽子 一点物","CSVダミーデータ 2025年3月 売上検証用","その他","アクセサリー","帽子","3321","10600","750","0.0","sold","2025-03-09"
"DUMMY-0066","ブラウン サンダル ヴィンテージ","CSVダミーデータ 2025年3月 売上検証用","ラクマ","シューズ","サンダル","3789","6300","1200","10.0","sold","2025-03-27"
"DUMMY-0067","ホワイト 革靴 美品","CSVダミーデータ 2025年3月 売上検証用","ヤフオク","シューズ","革靴","5087","14600","1200","10.0","sold","2025-03-09"
"DUMMY-0068","ネイビー サンダル 良品","CSVダミーデータ 2025年3月 売上検証用","その他","シューズ","サンダル","1378","3000","750","0.0","sold","2025-03-31"
"DUMMY-0069","グレー その他 使用感あり","CSVダミーデータ 2025年3月 売上検証用","メルカリ","その他","その他","3191","5400","1050","10.0","sold","2025-03-15"
"DUMMY-0070","ブラウン Tシャツ ヴィンテージ","CSVダミーデータ 2025年3月 売上検証用","ヤフオク","トップス","Tシャツ","4069","6600","750","10.0","sold","2025-03-20"
"DUMMY-0071","ブラック サンダル 良品","CSVダミーデータ 2025年3月 売上検証用","PayPayフリマ","シューズ","サンダル","1074","1900","850","5.0","sold","2025-03-19"
"DUMMY-0072","ブラック レザージャケット 使用感あり","CSVダミーデータ 2025年3月 売上検証用","PayPayフリマ","アウター","レザージャケット","2636","6400","450","5.0","sold","2025-03-22"
"DUMMY-0073","ブルー リュック ヴィンテージ","CSVダミーデータ 2025年3月 売上検証用","メルカリ","バッグ","リュック","4770","9400","1050","10.0","sold","2025-03-23"
"DUMMY-0074","ネイビー ニット 良品","CSVダミーデータ 2025年3月 売上検証用","ヤフオク","トップス","ニット","4834","11300","1200","10.0","sold","2025-03-21"
"DUMMY-0075","ネイビー コート 美品","CSVダミーデータ 2025年3月 売上検証用","ヤフオク","アウター","コート","5386","15800","1050","10.0","sold","2025-03-16"
"DUMMY-0076","ブルー ショルダーバッグ デッドストック風","CSVダミーデータ 2025年3月 売上検証用","ヤフオク","バッグ","ショルダーバッグ","4215","12900","750","10.0","sold","2025-03-12"
"DUMMY-0077","ブルー ナイロンジャケット 一点物","CSVダミーデータ 2025年3月 売上検証用","その他","アウター","ナイロンジャケット","2349","4900","210","0.0","sold","2025-03-18"
"DUMMY-0078","ブラウン リュック 美品","CSVダミーデータ 2025年3月 売上検証用","ヤフオク","バッグ","リュック","1355","3600","450","10.0","sold","2025-03-15"
"DUMMY-0079","カーキ ブーツ 使用感あり","CSVダミーデータ 2025年3月 売上検証用","その他","シューズ","ブーツ","1126","2100","850","0.0","sold","2025-03-03"
"DUMMY-0080","ホワイト トートバッグ 使用感あり","CSVダミーデータ 2025年3月 売上検証用","その他","バッグ","トートバッグ","4521","9200","210","0.0","sold","2025-03-03"
"DUMMY-0081","ブラウン ベルト 一点物","CSVダミーデータ 2025年3月 売上検証用","その他","アクセサリー","ベルト","1415","2600","450","0.0","sold","2025-03-24"
"DUMMY-0082","ブラック コート 一点物","CSVダミーデータ 2025年3月 売上検証用","その他","アウター","コート","5165","8700","750","0.0","sold","2025-03-31"
"DUMMY-0083","カーキ サンダル デッドストック風","CSVダミーデータ 2025年3月 売上検証用","ヤフオク","シューズ","サンダル","2319","4300","1050","10.0","sold","2025-03-24"
"DUMMY-0084","カーキ リュック 使用感あり","CSVダミーデータ 2025年3月 売上検証用","PayPayフリマ","バッグ","リュック","4756","7300","1200","5.0","sold","2025-03-27"
"DUMMY-0085","ネイビー ショルダーバッグ デッドストック風","CSVダミーデータ 2025年3月 売上検証用","PayPayフリマ","バッグ","ショルダーバッグ","3342","6800","1200","5.0","sold","2025-03-30"
"DUMMY-0086","グレー スラックス 美品","CSVダミーデータ 2025年3月 売上検証用","メルカリ","ボトムス","スラックス","592","1600","1050","10.0","sold","2025-03-07"
"DUMMY-0087","カーキ その他 使用感あり","CSVダミーデータ 2025年3月 売上検証用","PayPayフリマ","その他","その他","725","1600","850","5.0","sold","2025-03-02"
"DUMMY-0088","ブルー ショートパンツ 美品","CSVダミーデータ 2025年3月 売上検証用","その他","ボトムス","ショートパンツ","1242","3800","750","0.0","sold","2025-03-23"
"DUMMY-0089","ホワイト ショートパンツ ヴィンテージ","CSVダミーデータ 2025年3月 売上検証用","PayPayフリマ","ボトムス","ショートパンツ","5862","12100","1200","5.0","sold","2025-03-02"
"DUMMY-0090","ブラウン ブーツ ヴィンテージ","CSVダミーデータ 2025年3月 売上検証用","その他","シューズ","ブーツ","5741","13400","210","0.0","sold","2025-03-02"
"DUMMY-0091","グレー デニム デッドストック風","CSVダミーデータ 2025年4月 売上検証用","ヤフオク","ボトムス","デニム","4150","9000","210","10.0","sold","2025-04-28"
"DUMMY-0092","ネイビー その他 美品","CSVダミーデータ 2025年4月 売上検証用","PayPayフリマ","その他","その他","5273","10200","750","5.0","sold","2025-04-02"
"DUMMY-0093","ネイビー ブーツ デッドストック風","CSVダミーデータ 2025年4月 売上検証用","ラクマ","シューズ","ブーツ","4363","13900","1200","10.0","sold","2025-04-04"
"DUMMY-0094","カーキ スウェット 美品","CSVダミーデータ 2025年4月 売上検証用","ヤフオク","トップス","スウェット","5279","8300","1050","10.0","sold","2025-04-09"
"DUMMY-0095","ネイビー ショルダーバッグ 美品","CSVダミーデータ 2025年4月 売上検証用","ラクマ","バッグ","ショルダーバッグ","2418","7700","750","10.0","sold","2025-04-27"
"DUMMY-0096","グレー チノパン 美品","CSVダミーデータ 2025年4月 売上検証用","メルカリ","ボトムス","チノパン","2452","7200","210","10.0","sold","2025-04-25"
"DUMMY-0097","カーキ トートバッグ 使用感あり","CSVダミーデータ 2025年4月 売上検証用","ヤフオク","バッグ","トートバッグ","2951","6700","450","10.0","sold","2025-04-18"
"DUMMY-0098","ブラック ネックレス 一点物","CSVダミーデータ 2025年4月 売上検証用","ラクマ","アクセサリー","ネックレス","3501","8300","850","10.0","sold","2025-04-26"
"DUMMY-0099","ブラウン ブーツ 美品","CSVダミーデータ 2025年4月 売上検証用","ヤフオク","シューズ","ブーツ","5115","14400","1050","10.0","sold","2025-04-16"
"DUMMY-0100","ネイビー その他 一点物","CSVダミーデータ 2025年4月 売上検証用","メルカリ","その他","その他","4164","13300","750","10.0","sold","2025-04-09"
"DUMMY-0101","カーキ チノパン 美品","CSVダミーデータ 2025年4月 売上検証用","その他","ボトムス","チノパン","6134","16700","450","0.0","sold","2025-04-15"
"DUMMY-0102","カーキ レザージャケット デッドストック風","CSVダミーデータ 2025年4月 売上検証用","メルカリ","アウター","レザージャケット","4817","11000","450","10.0","sold","2025-04-20"
"DUMMY-0103","ベージュ 時計 良品","CSVダミーデータ 2025年4月 売上検証用","PayPayフリマ","アクセサリー","時計","6302","19000","850","5.0","sold","2025-04-11"
"DUMMY-0104","ブラック ナイロンジャケット 一点物","CSVダミーデータ 2025年4月 売上検証用","PayPayフリマ","アウター","ナイロンジャケット","4130","7600","450","5.0","sold","2025-04-09"
"DUMMY-0105","グレー その他 美品","CSVダミーデータ 2025年4月 売上検証用","PayPayフリマ","その他","その他","3691","7300","750","5.0","sold","2025-04-14"
"DUMMY-0106","グレー デニム ヴィンテージ","CSVダミーデータ 2025年4月 売上検証用","メルカリ","ボトムス","デニム","6257","19700","450","10.0","sold","2025-04-28"
"DUMMY-0107","ネイビー ボストンバッグ 一点物","CSVダミーデータ 2025年4月 売上検証用","PayPayフリマ","バッグ","ボストンバッグ","835","2100","750","5.0","sold","2025-04-11"
"DUMMY-0108","ベージュ 時計 デッドストック風","CSVダミーデータ 2025年4月 売上検証用","メルカリ","アクセサリー","時計","2620","5800","850","10.0","sold","2025-04-25"
"DUMMY-0109","ブルー その他 美品","CSVダミーデータ 2025年4月 売上検証用","ヤフオク","その他","その他","1917","4500","1050","10.0","sold","2025-04-13"
"DUMMY-0110","ブルー パーカー デッドストック風","CSVダミーデータ 2025年4月 売上検証用","ラクマ","トップス","パーカー","5108","13500","850","10.0","sold","2025-04-10"
"DUMMY-0111","ベージュ リュック デッドストック風","CSVダミーデータ 2025年4月 売上検証用","メルカリ","バッグ","リュック","6237","11200","750","10.0","sold","2025-04-27"
"DUMMY-0112","ブラック チノパン 一点物","CSVダミーデータ 2025年4月 売上検証用","PayPayフリマ","ボトムス","チノパン","5548","9500","210","5.0","sold","2025-04-18"
"DUMMY-0113","ホワイト ベルト 使用感あり","CSVダミーデータ 2025年4月 売上検証用","その他","アクセサリー","ベルト","3253","8300","850","0.0","sold","2025-04-20"
"DUMMY-0114","ブラック 帽子 ヴィンテージ","CSVダミーデータ 2025年4月 売上検証用","PayPayフリマ","アクセサリー","帽子","5624","8500","1050","5.0","sold","2025-04-15"
"DUMMY-0115","ブルー スニーカー 良品","CSVダミーデータ 2025年4月 売上検証用","ヤフオク","シューズ","スニーカー","3488","7300","450","10.0","sold","2025-04-09"
"DUMMY-0116","ベージュ 帽子 デッドストック風","CSVダミーデータ 2025年4月 売上検証用","PayPayフリマ","アクセサリー","帽子","5529","9800","1200","5.0","sold","2025-04-08"
"DUMMY-0117","ブラック Gジャン 一点物","CSVダミーデータ 2025年4月 売上検証用","PayPayフリマ","アウター","Gジャン","6250","12300","750","5.0","sold","2025-04-11"
"DUMMY-0118","ブルー スラックス デッドストック風","CSVダミーデータ 2025年4月 売上検証用","メルカリ","ボトムス","スラックス","2317","4700","850","10.0","sold","2025-04-26"
"DUMMY-0119","ブラック 革靴 使用感あり","CSVダミーデータ 2025年4月 売上検証用","ラクマ","シューズ","革靴","1023","1800","1200","10.0","sold","2025-04-16"
"DUMMY-0120","グレー Tシャツ デッドストック風","CSVダミーデータ 2025年4月 売上検証用","ラクマ","トップス","Tシャツ","1405","3500","1050","10.0","sold","2025-04-20"
"DUMMY-0121","ブルー その他 良品","CSVダミーデータ 2025年5月 売上検証用","ヤフオク","その他","その他","4016","6900","210","10.0","sold","2025-05-20"
"DUMMY-0122","グレー その他 使用感あり","CSVダミーデータ 2025年5月 売上検証用","ヤフオク","その他","その他","5900","18800","1050","10.0","sold","2025-05-10"
"DUMMY-0123","カーキ ネックレス ヴィンテージ","CSVダミーデータ 2025年5月 売上検証用","ヤフオク","アクセサリー","ネックレス","1635","3700","450","10.0","sold","2025-05-09"
"DUMMY-0124","ネイビー ベルト 良品","CSVダミーデータ 2025年5月 売上検証用","メルカリ","アクセサリー","ベルト","1733","4500","750","10.0","sold","2025-05-31"
"DUMMY-0125","グレー トートバッグ 一点物","CSVダミーデータ 2025年5月 売上検証用","PayPayフリマ","バッグ","トートバッグ","6381","14200","450","5.0","sold","2025-05-28"
"DUMMY-0126","ブラウン コート デッドストック風","CSVダミーデータ 2025年5月 売上検証用","PayPayフリマ","アウター","コート","4064","11900","1050","5.0","sold","2025-05-28"
"DUMMY-0127","カーキ ブーツ 一点物","CSVダミーデータ 2025年5月 売上検証用","ヤフオク","シューズ","ブーツ","4172","8400","750","10.0","sold","2025-05-19"
"DUMMY-0128","カーキ スラックス 一点物","CSVダミーデータ 2025年5月 売上検証用","PayPayフリマ","ボトムス","スラックス","5826","17900","450","5.0","sold","2025-05-14"
"DUMMY-0129","ブラック ボストンバッグ 美品","CSVダミーデータ 2025年5月 売上検証用","ラクマ","バッグ","ボストンバッグ","2833","5600","210","10.0","sold","2025-05-19"
"DUMMY-0130","ホワイト スニーカー デッドストック風","CSVダミーデータ 2025年5月 売上検証用","PayPayフリマ","シューズ","スニーカー","2686","5300","210","5.0","sold","2025-05-04"
"DUMMY-0131","ベージュ その他 美品","CSVダミーデータ 2025年5月 売上検証用","ラクマ","その他","その他","6259","13200","450","10.0","sold","2025-05-19"
"DUMMY-0132","ブラウン スウェット 一点物","CSVダミーデータ 2025年5月 売上検証用","ヤフオク","トップス","スウェット","3296","5700","450","10.0","sold","2025-05-28"
"DUMMY-0133","カーキ ダウン ヴィンテージ","CSVダミーデータ 2025年5月 売上検証用","メルカリ","アウター","ダウン","4296","6400","1200","10.0","sold","2025-05-10"
"DUMMY-0134","ベージュ その他 使用感あり","CSVダミーデータ 2025年5月 売上検証用","メルカリ","その他","その他","3958","11200","1200","10.0","sold","2025-05-20"
"DUMMY-0135","カーキ その他 ヴィンテージ","CSVダミーデータ 2025年5月 売上検証用","ラクマ","その他","その他","5944","16800","450","10.0","sold","2025-05-20"
"DUMMY-0136","ベージュ ショルダーバッグ 良品","CSVダミーデータ 2025年5月 売上検証用","メルカリ","バッグ","ショルダーバッグ","1511","3500","1200","10.0","sold","2025-05-21"
"DUMMY-0137","ブラック ベルト 一点物","CSVダミーデータ 2025年5月 売上検証用","ヤフオク","アクセサリー","ベルト","4624","12000","750","10.0","sold","2025-05-21"
"DUMMY-0138","ブラック コート 使用感あり","CSVダミーデータ 2025年5月 売上検証用","その他","アウター","コート","5340","15700","450","0.0","sold","2025-05-22"
"DUMMY-0139","ブラウン サンダル 使用感あり","CSVダミーデータ 2025年5月 売上検証用","PayPayフリマ","シューズ","サンダル","3256","10400","750","5.0","sold","2025-05-08"
"DUMMY-0140","ブルー その他 美品","CSVダミーデータ 2025年5月 売上検証用","その他","その他","その他","4964","15100","1200","0.0","sold","2025-05-19"
"DUMMY-0141","ブラウン ボストンバッグ デッドストック風","CSVダミーデータ 2025年5月 売上検証用","ラクマ","バッグ","ボストンバッグ","1972","3700","750","10.0","sold","2025-05-18"
"DUMMY-0142","ホワイト 帽子 ヴィンテージ","CSVダミーデータ 2025年5月 売上検証用","ラクマ","アクセサリー","帽子","2403","5500","210","10.0","sold","2025-05-30"
"DUMMY-0143","ブルー その他 ヴィンテージ","CSVダミーデータ 2025年5月 売上検証用","ラクマ","その他","その他","4366","9600","850","10.0","sold","2025-05-27"
"DUMMY-0144","ベージュ 帽子 美品","CSVダミーデータ 2025年5月 売上検証用","PayPayフリマ","アクセサリー","帽子","1296","2400","450","5.0","sold","2025-05-12"
"DUMMY-0145","ネイビー ショートパンツ 使用感あり","CSVダミーデータ 2025年5月 売上検証用","ヤフオク","ボトムス","ショートパンツ","2840","8600","450","10.0","sold","2025-05-09"
"DUMMY-0146","カーキ ベルト ヴィンテージ","CSVダミーデータ 2025年5月 売上検証用","メルカリ","アクセサリー","ベルト","6129","17300","1200","10.0","sold","2025-05-17"
"DUMMY-0147","グレー Tシャツ デッドストック風","CSVダミーデータ 2025年5月 売上検証用","その他","トップス","Tシャツ","1734","3700","750","0.0","sold","2025-05-07"
"DUMMY-0148","グレー 時計 使用感あり","CSVダミーデータ 2025年5月 売上検証用","PayPayフリマ","アクセサリー","時計","1348","4200","450","5.0","sold","2025-05-08"
"DUMMY-0149","カーキ その他 美品","CSVダミーデータ 2025年5月 売上検証用","メルカリ","その他","その他","4997","10600","850","10.0","sold","2025-05-06"
"DUMMY-0150","グレー リュック デッドストック風","CSVダミーデータ 2025年5月 売上検証用","ラクマ","バッグ","リュック","3929","9900","210","10.0","sold","2025-05-08"
"DUMMY-0151","ブラック ダウン 一点物","CSVダミーデータ 2025年6月 売上検証用","ラクマ","アウター","ダウン","4627","8100","210","10.0","sold","2025-06-15"
"DUMMY-0152","カーキ トートバッグ 美品","CSVダミーデータ 2025年6月 売上検証用","ヤフオク","バッグ","トートバッグ","3010","8000","1200","10.0","sold","2025-06-14"
"DUMMY-0153","ホワイト ショートパンツ 良品","CSVダミーデータ 2025年6月 売上検証用","メルカリ","ボトムス","ショートパンツ","4210","6300","1050","10.0","sold","2025-06-07"
"DUMMY-0154","カーキ リュック 美品","CSVダミーデータ 2025年6月 売上検証用","ラクマ","バッグ","リュック","1453","4400","850","10.0","sold","2025-06-24"
"DUMMY-0155","ブルー 帽子 ヴィンテージ","CSVダミーデータ 2025年6月 売上検証用","ラクマ","アクセサリー","帽子","4089","7900","1050","10.0","sold","2025-06-08"
"DUMMY-0156","ブラック その他 良品","CSVダミーデータ 2025年6月 売上検証用","ラクマ","その他","その他","3141","5300","750","10.0","sold","2025-06-07"
"DUMMY-0157","ブラウン その他 一点物","CSVダミーデータ 2025年6月 売上検証用","ヤフオク","その他","その他","2256","5100","850","10.0","sold","2025-06-30"
"DUMMY-0158","ネイビー スウェット 美品","CSVダミーデータ 2025年6月 売上検証用","PayPayフリマ","トップス","スウェット","1050","2700","1200","5.0","sold","2025-06-24"
"DUMMY-0159","ブルー その他 デッドストック風","CSVダミーデータ 2025年6月 売上検証用","その他","その他","その他","4490","9300","210","0.0","sold","2025-06-08"
"DUMMY-0160","ブルー トートバッグ 一点物","CSVダミーデータ 2025年6月 売上検証用","その他","バッグ","トートバッグ","2531","7900","210","0.0","sold","2025-06-11"
"DUMMY-0161","ネイビー ネックレス 美品","CSVダミーデータ 2025年6月 売上検証用","メルカリ","アクセサリー","ネックレス","2871","7200","450","10.0","sold","2025-06-07"
